company_id,final_score,trajectory,persistence,group_id,country,currency,erp,created_at,base_score,base_score_band,behavioral_cohort,group_size_in_sample,group_erp,coverage_pct,months_available,currency_scope,rule_version,data_cutoff,primary_fallback_used,drift_fallback_used
COMP_0663,61.5,stable,unconfirmed,GROUP_0143,,EUR,,2026-02-09 10:13:59,61.5,60-70,60-70|stable,10,Microsoft Business Central,1.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0664,45.9,deteriorating,confirmed,GROUP_0058,ES,EUR,businessCentral,2026-02-25 08:11:45,55.9,50-60,50-60|deteriorating,3,,1.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0665,69.0,deteriorating,unconfirmed,GROUP_0150,,EUR,sage200,2024-10-11 14:04:15,69.0,60-70,60-70|deteriorating,13,Sage 200,0.96,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0666,,insufficient_data,unconfirmed,GROUP_0013,,EUR,sageX3,2024-05-23 10:04:19,,,,12,Sage X3,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0667,71.8,deteriorating,unconfirmed,GROUP_0068,,EUR,businessCentral,2025-04-23 16:18:26,71.8,70-80,70-80|deteriorating,4,,1.0,18,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0668,67.3,deteriorating,confirmed,GROUP_0048,,EUR,businessCentral,2026-03-10 16:49:14,74.7,70-80,70-80|deteriorating,10,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0669,55.4,deteriorating,unconfirmed,GROUP_0007,ES,EUR,,2026-04-27 14:36:42,55.4,50-60,50-60|deteriorating,5,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0670,68.0,deteriorating,unconfirmed,GROUP_0101,,EUR,,2024-11-04 14:59:55,68.0,60-70,60-70|deteriorating,18,,0.0,22,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0671,82.3,improving,unconfirmed,GROUP_0250,,EUR,distritoK,2022-04-22 11:28:50,82.3,80-90,80-90|improving,19,Distrito K,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0672,66.2,improving,unconfirmed,GROUP_0184,ES,EUR,businessCentral,2025-12-29 09:14:41,66.2,60-70,60-70|improving,9,,0.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0673,77.5,stable,unconfirmed,GROUP_0203,,EUR,netsuite,2026-02-19 15:44:19,77.5,70-80,70-80|stable,5,,1.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0674,98.6,improving,confirmed,GROUP_0112,España,EUR,businessCentral,2024-06-11 13:30:48,91.0,90-100,90-100|improving,12,Microsoft Business Central,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0675,78.7,stable,unconfirmed,GROUP_0023,,EUR,sage200,2025-03-17 16:14:28,78.7,70-80,70-80|stable,17,,1.0,12,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0676,87.3,improving,confirmed,GROUP_0104,ES,EUR,libra,2026-02-27 16:10:11,84.9,80-90,80-90|improving,10,,1.0,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0677,60.2,improving,unconfirmed,GROUP_0138,,EUR,dynamicsAx,2026-04-08 10:34:39,60.2,60-70,60-70|improving,18,,0.29,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0678,59.5,deteriorating,unconfirmed,GROUP_0154,,EUR,businessCentral,2023-07-04 07:37:46,59.5,50-60,50-60|deteriorating,4,Microsoft Business Central,0.0,22,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0679,60.0,stable,unconfirmed,GROUP_0172,,EUR,,2025-05-22 14:23:09,60.0,60-70,60-70|stable,21,,0.94,18,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0680,29.5,improving,unconfirmed,GROUP_0089,DE,EUR,netsuite,2026-01-09 13:04:46,29.5,20-30,20-30|improving,2,,1.0,10,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0681,64.6,deteriorating,unconfirmed,GROUP_0176,ES,EUR,,2022-10-15 16:28:17,64.6,60-70,60-70|deteriorating,1,,1.0,12,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0682,79.5,deteriorating,unconfirmed,GROUP_0200,ES,EUR,netsuite,2025-03-05 17:03:08,79.5,70-80,70-80|deteriorating,9,Netsuite,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0683,68.7,stable,unconfirmed,GROUP_0239,,EUR,,2026-03-11 15:43:09,68.7,60-70,60-70|stable,5,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0684,89.9,improving,unconfirmed,GROUP_0236,,EUR,,2026-03-02 13:52:10,89.9,80-90,80-90|improving,17,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0685,70.5,stable,unconfirmed,GROUP_0035,ES,EUR,businessCentral,2024-03-06 08:44:25,70.5,70-80,70-80|stable,14,Microsoft Business Central,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0686,79.2,improving,unconfirmed,GROUP_0139,ES,EUR,businessCentral,2024-06-24 17:09:47,79.2,70-80,70-80|improving,5,Microsoft Business Central,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0687,86.8,stable,unconfirmed,GROUP_0212,,EUR,,2024-07-10 16:34:34,86.8,80-90,80-90|stable,11,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0688,100.0,stable,unconfirmed,GROUP_0241,,EUR,businessCentral,2026-05-08 13:43:04,100.0,90-100,90-100|stable,7,,0.88,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0689,85.0,improving,unconfirmed,GROUP_0200,,EUR,netsuite,2025-03-05 17:07:45,85.0,80-90,80-90|improving,9,Netsuite,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0690,,insufficient_data,unconfirmed,GROUP_0009,,USD,,2025-12-05 08:13:51,,,,9,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0691,100.0,stable,unconfirmed,GROUP_0010,,EUR,datev,2026-07-16 06:51:09,100.0,90-100,90-100|stable,1,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0692,100.0,insufficient_data,unconfirmed,GROUP_0108,,GBP,businessCentral,2024-12-09 16:42:51,100.0,90-100,,19,Microsoft Business Central,0.0,1,EUR_only,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0693,88.5,deteriorating,unconfirmed,GROUP_0116,,EUR,,2024-06-12 13:59:48,88.5,80-90,80-90|deteriorating,8,Netsuite,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0694,88.8,improving,unconfirmed,GROUP_0162,FR,EUR,businessOne,2022-04-06 16:19:17,88.8,80-90,80-90|improving,8,SAP Business One,0.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0695,100.0,improving,confirmed,GROUP_0084,IT,EUR,netsuite,2024-06-17 13:23:08,92.3,90-100,90-100|improving,4,Netsuite,0.92,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0696,84.0,stable,unconfirmed,GROUP_0017,ESPAÑA,EUR,,2024-06-17 07:22:49,84.0,80-90,80-90|stable,11,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0697,77.2,deteriorating,confirmed,GROUP_0132,,EUR,netsuite,2024-03-15 09:24:37,85.7,80-90,80-90|deteriorating,18,Netsuite,0.83,23,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0698,48.5,deteriorating,confirmed,GROUP_0241,,EUR,businessCentral,2026-05-08 13:42:49,55.3,50-60,50-60|deteriorating,7,,0.75,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0699,60.0,deteriorating,unconfirmed,GROUP_0158,,EUR,,2023-05-31 05:35:20,60.0,60-70,60-70|deteriorating,21,,0.62,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0700,63.4,deteriorating,confirmed,GROUP_0103,,EUR,,2025-03-13 11:02:29,67.2,60-70,60-70|deteriorating,16,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0701,80.0,improving,unconfirmed,GROUP_0211,,EUR,netsuite,2025-05-25 18:47:06,80.0,80-90,80-90|improving,15,Netsuite,0.0,6,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0702,63.5,deteriorating,confirmed,GROUP_0236,,EUR,,2026-03-02 13:53:34,73.5,70-80,70-80|deteriorating,17,,0.0,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0703,100.0,improving,confirmed,GROUP_0115,,EUR,,2022-11-14 14:21:45,98.9,90-100,90-100|improving,12,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0704,86.7,stable,unconfirmed,GROUP_0131,,EUR,,2025-07-22 20:44:09,86.7,80-90,80-90|stable,9,,0.0,13,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0705,73.8,improving,unconfirmed,GROUP_0067,,EUR,,2025-10-02 15:02:25,73.8,70-80,70-80|improving,6,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0706,74.2,improving,unconfirmed,GROUP_0212,,EUR,,2024-07-10 16:32:46,74.2,70-80,70-80|improving,11,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0707,74.5,stable,unconfirmed,GROUP_0035,ES,EUR,businessCentral,2024-03-06 08:44:52,74.5,70-80,70-80|stable,14,Microsoft Business Central,0.92,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0708,73.2,deteriorating,confirmed,GROUP_0196,,EUR,businessCentral,2026-02-19 16:23:18,75.6,70-80,70-80|deteriorating,2,,1.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0709,69.1,deteriorating,unconfirmed,GROUP_0040,ES,EUR,ekon,2025-12-19 13:31:34,69.1,60-70,60-70|deteriorating,3,,1.0,10,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0710,66.6,improving,unconfirmed,GROUP_0146,ES,EUR,,2024-09-23 13:52:53,66.6,60-70,60-70|improving,6,Sage 200,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0711,63.8,stable,unconfirmed,GROUP_0219,,EUR,netsuite,2023-06-02 10:16:40,63.8,60-70,60-70|stable,1,Netsuite,0.71,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0712,77.5,deteriorating,unconfirmed,GROUP_0155,,EUR,etendo,2023-01-13 09:55:03,77.5,70-80,70-80|deteriorating,11,Etendo,0.0,4,EUR_only,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0713,50.0,deteriorating,unconfirmed,GROUP_0023,,EUR,sage200,2025-03-17 15:51:37,50.0,50-60,50-60|deteriorating,17,,0.95,21,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0714,60.2,stable,unconfirmed,GROUP_0172,,EUR,,2025-05-22 14:25:33,60.2,60-70,60-70|stable,21,,0.71,17,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0715,100.0,stable,unconfirmed,GROUP_0177,IT,EUR,,2025-08-25 09:08:02,100.0,90-100,90-100|stable,2,,0.0,4,EUR_only,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0716,91.4,improving,unconfirmed,GROUP_0178,,EUR,,2026-03-11 12:31:33,91.4,90-100,90-100|improving,2,,0.88,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0717,51.4,deteriorating,confirmed,GROUP_0020,,EUR,,2025-06-23 07:48:16,61.4,60-70,60-70|deteriorating,6,,0.0,14,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0718,60.0,improving,unconfirmed,GROUP_0138,,EUR,dynamicsAx,2026-04-08 10:33:56,60.0,60-70,60-70|improving,18,,0.29,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0719,68.0,deteriorating,unconfirmed,GROUP_0068,,EUR,businessCentral,2025-04-24 11:28:12,68.0,60-70,60-70|deteriorating,4,,1.0,18,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0720,50.1,deteriorating,confirmed,GROUP_0130,NL,EUR,,2025-11-19 15:23:24,60.1,60-70,60-70|deteriorating,9,,0.5,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0721,59.1,deteriorating,confirmed,GROUP_0113,,EUR,,2025-03-07 11:08:29,67.2,60-70,60-70|deteriorating,4,Desarrollo propio,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0722,66.0,improving,unconfirmed,GROUP_0064,,EUR,,2026-03-10 11:55:49,66.0,60-70,60-70|improving,12,,0.0,10,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0723,66.8,improving,unconfirmed,GROUP_0230,,EUR,r3,2025-10-31 12:19:38,66.8,60-70,60-70|improving,7,,0.7,10,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0724,66.7,stable,unconfirmed,GROUP_0236,,EUR,,2026-03-02 13:49:11,66.7,60-70,60-70|stable,17,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0725,75.3,deteriorating,unconfirmed,GROUP_0222,,EUR,businessCentral,2025-01-16 09:11:20,75.3,70-80,70-80|deteriorating,22,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0726,82.4,stable,unconfirmed,GROUP_0055,,EUR,dynamicsAx,2024-02-16 09:59:35,82.4,80-90,80-90|stable,4,Microsoft Dynamics - AX 2012,0.0,6,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0727,79.5,stable,unconfirmed,GROUP_0009,,EUR,,2025-12-05 08:11:34,79.5,70-80,70-80|stable,9,,1.0,11,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0728,,insufficient_data,unconfirmed,GROUP_0183,,USD,businessOne,2026-01-23 14:11:55,,,,3,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0729,58.9,deteriorating,unconfirmed,GROUP_0018,,EUR,businessCentral,2025-09-02 07:35:49,58.9,50-60,50-60|deteriorating,12,,0.0,6,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0730,83.4,improving,unconfirmed,GROUP_0041,DE,EUR,,2026-06-17 16:03:10,83.4,80-90,80-90|improving,2,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0731,84.7,stable,unconfirmed,GROUP_0149,,EUR,m3Rosetta,2026-02-16 09:43:33,84.7,80-90,80-90|stable,13,MOVEX,1.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0732,60.0,deteriorating,unconfirmed,GROUP_0022,,EUR,netsuite,2024-07-29 14:28:39,60.0,60-70,60-70|deteriorating,13,Netsuite,0.05,21,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0733,80.0,deteriorating,unconfirmed,GROUP_0129,,EUR,businessCentral,2025-04-21 12:34:18,80.0,80-90,80-90|deteriorating,6,Microsoft Business Central,0.0,16,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0734,,insufficient_data,unconfirmed,GROUP_0041,US,USD,,2026-06-17 16:03:45,,,,2,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0735,65.0,deteriorating,unconfirmed,GROUP_0200,,EUR,netsuite,2025-03-05 17:07:18,65.0,60-70,60-70|deteriorating,9,Netsuite,0.0,6,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0736,60.0,stable,unconfirmed,GROUP_0184,ES,EUR,,2025-12-29 09:17:49,60.0,60-70,60-70|stable,9,,0.12,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0737,89.3,improving,unconfirmed,GROUP_0205,,EUR,,2023-11-08 15:11:49,89.3,80-90,80-90|improving,3,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0738,72.3,deteriorating,unconfirmed,GROUP_0064,,EUR,,2026-03-10 11:55:07,72.3,70-80,70-80|deteriorating,12,,0.95,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0739,67.4,deteriorating,unconfirmed,GROUP_0187,,EUR,,2024-02-13 08:33:36,67.4,60-70,60-70|deteriorating,8,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0740,93.3,stable,unconfirmed,GROUP_0044,,EUR,businessCentral,2026-06-19 11:59:57,93.3,90-100,90-100|stable,13,,0.12,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0741,100.0,stable,unconfirmed,GROUP_0013,,EUR,sageX3,2024-05-23 10:03:27,100.0,90-100,90-100|stable,12,Sage X3,0.67,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0742,59.2,stable,unconfirmed,GROUP_0047,,EUR,businessCentral,2026-01-28 08:59:39,59.2,50-60,50-60|stable,5,,1.0,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0743,89.6,improving,unconfirmed,GROUP_0033,,EUR,netsuite,2025-09-26 09:50:36,89.6,80-90,80-90|improving,2,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0744,100.0,insufficient_data,unconfirmed,GROUP_0032,US,USD,,2026-01-21 23:19:35,100.0,90-100,,4,,0.0,1,EUR_only,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0745,59.0,deteriorating,confirmed,GROUP_0058,ES,EUR,businessCentral,2026-02-25 08:11:20,64.4,60-70,60-70|deteriorating,3,,1.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0746,76.5,deteriorating,unconfirmed,GROUP_0222,,EUR,businessCentral,2025-01-16 09:09:38,76.5,70-80,70-80|deteriorating,22,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0747,59.9,improving,unconfirmed,GROUP_0172,,EUR,,2025-05-22 14:22:03,59.9,50-60,50-60|improving,21,,1.0,18,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0748,83.0,improving,confirmed,GROUP_0074,,EUR,,2024-06-24 10:34:41,81.0,80-90,80-90|improving,1,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0749,90.1,improving,unconfirmed,GROUP_0243,,EUR,,2026-04-22 08:00:34,90.1,90-100,90-100|improving,5,,0.86,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0750,60.0,stable,unconfirmed,GROUP_0172,,EUR,,2025-05-22 14:26:26,60.0,60-70,60-70|stable,21,,1.0,18,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0751,72.2,deteriorating,unconfirmed,GROUP_0142,,EUR,,2024-09-10 18:48:55,72.2,70-80,70-80|deteriorating,22,Sage 50,0.83,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0752,72.3,improving,unconfirmed,GROUP_0236,,EUR,,2026-03-02 13:50:44,72.3,70-80,70-80|improving,17,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0753,68.6,improving,unconfirmed,GROUP_0170,,EUR,,2025-06-10 11:00:45,68.6,60-70,60-70|improving,16,,0.94,17,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0754,86.4,improving,confirmed,GROUP_0211,,EUR,,2025-07-11 13:31:42,80.0,80-90,80-90|improving,15,Netsuite,0.75,16,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0755,75.8,improving,unconfirmed,GROUP_0103,,EUR,,2025-03-13 10:54:55,75.8,70-80,70-80|improving,16,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0756,75.5,deteriorating,unconfirmed,GROUP_0104,ES,EUR,libra,2026-03-11 20:59:31,75.5,70-80,70-80|deteriorating,10,,1.0,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0757,69.5,improving,confirmed,GROUP_0133,,EUR,businessCentral,2026-03-19 09:16:05,66.8,60-70,60-70|improving,2,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0758,86.7,deteriorating,unconfirmed,GROUP_0169,NL,EUR,,2025-09-10 10:58:03,86.7,80-90,80-90|deteriorating,7,,0.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0759,,insufficient_data,unconfirmed,GROUP_0094,,USD,netsuite,2024-11-07 10:06:56,,,,13,Netsuite,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0760,66.9,improving,unconfirmed,GROUP_0249,,EUR,,2022-10-10 16:46:03,66.9,60-70,60-70|improving,1,Sage 50,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0761,80.0,improving,unconfirmed,GROUP_0199,,CHF,,2025-09-10 14:29:22,80.0,80-90,80-90|improving,11,,0.0,5,EUR_only,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0762,93.6,improving,unconfirmed,GROUP_0051,,EUR,,2025-09-22 07:53:15,93.6,90-100,90-100|improving,4,,0.92,13,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0763,80.1,improving,unconfirmed,GROUP_0095,,EUR,,2025-11-26 14:19:32,80.1,80-90,80-90|improving,12,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0764,73.3,deteriorating,unconfirmed,GROUP_0022,,EUR,netsuite,2024-07-29 14:27:46,73.3,70-80,70-80|deteriorating,13,Netsuite,0.42,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0765,,insufficient_data,unconfirmed,GROUP_0016,,NAD,businessOne,2024-12-19 07:54:04,,,,15,SAP Business One,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0766,66.4,stable,unconfirmed,GROUP_0212,,EUR,,2024-07-10 16:35:42,66.4,60-70,60-70|stable,11,,0.96,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0767,85.0,improving,unconfirmed,GROUP_0054,,EUR,,2025-12-03 11:14:23,85.0,80-90,80-90|improving,4,,0.91,11,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0768,86.3,improving,unconfirmed,GROUP_0127,,EUR,,2025-09-18 08:35:28,86.3,80-90,80-90|improving,8,,0.07,14,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0769,99.5,improving,confirmed,GROUP_0114,PT,EUR,,2026-07-13 06:15:38,89.5,80-90,80-90|improving,4,,0.89,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0770,59.9,deteriorating,confirmed,GROUP_0082,ES,EUR,businessCentral,2025-04-24 13:26:49,66.3,60-70,60-70|deteriorating,3,Microsoft Business Central,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0771,100.0,stable,unconfirmed,GROUP_0175,,EUR,netsuite,2025-09-23 08:01:56,100.0,90-100,90-100|stable,6,,0.0,5,EUR_only,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0772,85.0,stable,unconfirmed,GROUP_0023,,EUR,sage200,2025-03-17 16:12:34,85.0,80-90,80-90|stable,17,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0773,75.2,deteriorating,unconfirmed,GROUP_0112,,EUR,businessCentral,2024-06-11 13:32:07,75.2,70-80,70-80|deteriorating,12,Microsoft Business Central,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0774,72.1,improving,unconfirmed,GROUP_0103,,EUR,,2025-03-13 11:07:03,72.1,70-80,70-80|improving,16,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0775,76.9,improving,unconfirmed,GROUP_0211,,EUR,netsuite,2025-05-25 18:43:41,76.9,70-80,70-80|improving,15,Netsuite,0.69,16,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0776,60.0,deteriorating,unconfirmed,GROUP_0158,,EUR,,2023-05-02 09:28:38,60.0,60-70,60-70|deteriorating,21,,0.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0777,,insufficient_data,unconfirmed,GROUP_0179,,USD,,2025-10-29 10:16:39,,,,7,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0778,68.0,deteriorating,unconfirmed,GROUP_0238,ESPAÑA,EUR,sage200,2023-10-06 11:08:16,68.0,60-70,60-70|deteriorating,4,Sage 200,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0779,73.3,stable,unconfirmed,GROUP_0108,,EUR,businessCentral,2024-12-09 16:44:12,73.3,70-80,70-80|stable,19,Microsoft Business Central,0.36,11,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0780,87.2,improving,confirmed,GROUP_0065,,EUR,,2024-10-10 11:07:34,78.9,70-80,70-80|improving,13,Netsuite,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0781,,insufficient_data,unconfirmed,GROUP_0170,,USD,,2025-06-10 11:06:46,,,,16,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0782,100.0,stable,unconfirmed,GROUP_0130,NL,EUR,,2025-11-13 12:24:14,100.0,90-100,90-100|stable,9,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0783,,insufficient_data,unconfirmed,GROUP_0122,,GBP,netsuite,2026-02-24 15:36:18,,,,8,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0784,,insufficient_data,unconfirmed,GROUP_0149,,GBP,m3Rosetta,2026-02-16 10:35:48,,,,13,MOVEX,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0785,72.0,deteriorating,unconfirmed,GROUP_0140,,EUR,,2024-06-18 10:03:54,72.0,70-80,70-80|deteriorating,1,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0786,83.1,stable,unconfirmed,GROUP_0017,ESPAÑA,EUR,,2024-06-17 07:31:13,83.1,80-90,80-90|stable,11,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0787,64.8,improving,unconfirmed,GROUP_0008,,EUR,businessCentral,2026-04-01 14:12:37,64.8,60-70,60-70|improving,6,,0.0,6,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0788,63.4,improving,unconfirmed,GROUP_0045,,EUR,businessCentral,2023-10-25 11:30:57,63.4,60-70,60-70|improving,2,Microsoft Business Central,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0789,80.0,improving,unconfirmed,GROUP_0115,,EUR,,2022-11-14 14:21:06,80.0,80-90,80-90|improving,12,,0.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0790,78.2,improving,unconfirmed,GROUP_0210,DE,EUR,netsuite,2026-06-24 15:10:08,78.2,70-80,70-80|improving,2,,0.36,14,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0791,99.9,improving,confirmed,GROUP_0065,,EUR,,2024-10-10 11:02:58,89.9,80-90,80-90|improving,13,Netsuite,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
